Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2022,BE,Belgium,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,42487173.0,452.98,66.26
2019,CZ,Czechia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,72733558.0,306.6,63.04
2022,CZ,Czechia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,103118163.0,377.46,82.15
2019,DE,Germany,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,764264770.0,807.31,114.91
2022,DE,Germany,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,277400968.0,725.16,76.87
2019,EL,Greece,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,10995048.0,621.93,112.31
2022,EL,Greece,HU,Hungary,Personal reasons,1 night or over,Package arrangement,3471594.0,171.97,41.49
2022,EL,Greece,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,10554465.0,522.82,126.15
2019,ES,Spain,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,143866895.0,795.25,172.51
2022,ES,Spain,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,72438694.0,923.82,122.4
2019,FI,Finland,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,64245136.0,676.33,125.71
2019,FR,France,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,117173804.0,649.82,95.21
2019,HR,Croatia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,13923596.0,226.06,84.76
2022,HR,Croatia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,22313285.0,287.65,106.78
2019,IE,Ireland,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,37770856.0,750.8,120.19
2019,LU,Luxembourg,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,8357506.0,593.83,74.47
2022,LU,Luxembourg,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,16713930.0,1146.28,153.01
2019,MT,Malta,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,6893848.0,693.16,135.39
2022,MT,Malta,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,3653771.0,692.77,138.27
2019,NL,Netherlands,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,74344348.0,668.97,54.02
2022,NL,Netherlands,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,51044065.0,415.28,42.18
2019,PL,Poland,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,100455454.0,363.06,69.97
2022,PL,Poland,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,181549028.0,783.65,146.6
2019,RO,Romania,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,32885351.0,221.06,49.64
2022,RO,Romania,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,26407471.0,272.64,52.38
2019,SE,Sweden,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,196845564.0,1114.88,188.19
2019,SI,Slovenia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,6811657.0,173.82,74.1
2022,SI,Slovenia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,10908179.0,316.52,111.97
2019,SK,Slovakia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,59979698.0,250.2,74.81
2022,SK,Slovakia,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,69679442.0,227.48,75.94
2019,AT,Austria,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,75697555.0,515.84,80.72
2022,AT,Austria,HU,Hungary,Personal reasons,4 nights or over,Package arrangement,15149226.0,108.81,17.63
2022,AT,Austria,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,82562641.0,592.98,96.06
2019,BE,Belgium,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,60225855.0,681.51,48.86
2022,BE,Belgium,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,21990806.0,395.74,40.39
2019,CZ,Czechia,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,51365177.0,367.91,56.41
2022,CZ,Czechia,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,71078493.0,477.74,75.79
2019,DE,Germany,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,689630528.0,885.26,110.98
2022,EL,Greece,HU,Hungary,Personal reasons,4 nights or over,Package arrangement,3139915.0,240.82,50.47
2022,EL,Greece,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,7595299.0,582.54,122.07
2019,ES,Spain,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,110892930.0,894.04,162.99
2022,ES,Spain,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,67262158.0,984.53,118.88
2019,FI,Finland,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,50083545.0,716.55,109.37
2019,FR,France,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,88661797.0,678.16,79.69
2019,LU,Luxembourg,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,6531648.0,661.7,63.48
2022,LU,Luxembourg,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,15610570.0,1357.33,153.06
2019,MT,Malta,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,5692533.0,699.28,125.1
2019,NL,Netherlands,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,64416062.0,703.14,48.74
2022,NL,Netherlands,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,42020895.0,430.11,36.92
2019,PL,Poland,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,74331739.0,415.36,62.03
2022,PL,Poland,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,138454220.0,840.92,124.26
2019,RO,Romania,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,18625857.0,233.39,38.13
2022,RO,Romania,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,16846960.0,291.0,42.95
2019,SK,Slovakia,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,33103868.0,390.01,70.48
2022,SK,Slovakia,HU,Hungary,Personal reasons,4 nights or over,Total excluding durable/valuable goods,26491495.0,307.3,60.96
2019,PL,Poland,HU,Hungary,"Professional, business",1 night or over,Total excluding durable/valuable goods,6445294.0,319.2,40.74
2022,PL,Poland,HU,Hungary,"Professional, business",1 night or over,Package arrangement,3346795.0,187.69,52.29
2022,PL,Poland,HU,Hungary,"Professional, business",1 night or over,Total excluding durable/valuable goods,11792342.0,661.34,184.25
2019,AT,Austria,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,87560427.0,296.52,136.95
2022,AT,Austria,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,121799946.0,329.3,154.03
2019,CZ,Czechia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,22697595.0,215.55,90.43
2022,CZ,Czechia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,35317842.0,260.74,106.33
2019,ES,Spain,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,36514991.0,604.49,222.34
2019,HR,Croatia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,11221557.0,193.21,104.81
2022,HR,Croatia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,19198149.0,287.65,132.11
2022,NL,Netherlands,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,10039359.0,351.92,129.12
2019,PL,Poland,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,28231389.0,263.16,109.14
2022,PL,Poland,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,47387339.0,630.32,345.09
2019,RO,Romania,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,14259494.0,206.8,81.99
2022,RO,Romania,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,9560511.0,245.36,85.4
2019,SI,Slovenia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8594490.0,187.58,97.35
2022,SI,Slovenia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,9106174.0,299.84,131.02
2019,SK,Slovakia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,29995198.0,176.98,85.67
2022,SK,Slovakia,HU,Hungary,Total,From 1 to 3 nights,Total excluding durable/valuable goods,52615580.0,206.92,98.43
2019,AT,Austria,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,163257982.0,369.33,103.52
2022,AT,Austria,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,209861753.0,403.38,120.24
2019,BE,Belgium,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,73380399.0,610.56,55.55
2022,BE,Belgium,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,61658512.0,585.16,81.09
2019,CZ,Czechia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,75886553.0,303.86,64.27
2022,CZ,Czechia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,106396335.0,374.33,83.78
2019,DE,Germany,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,1046894123.0,755.85,136.04
2022,DE,Germany,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,564292201.0,994.47,105.91
2019,DK,Denmark,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,97489540.0,878.84,193.81
2019,EL,Greece,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,10995048.0,621.93,112.31
2022,EL,Greece,HU,Hungary,Total,1 night or over,Package arrangement,3471594.0,146.07,36.77
2022,EL,Greece,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,12075203.0,508.09,127.91
2019,ES,Spain,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,156645516.0,814.97,178.39
2022,ES,Spain,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,80593937.0,921.08,131.35
2019,FI,Finland,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,69196776.0,704.38,131.23
2019,FR,France,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,136307092.0,668.32,106.23
2022,FR,France,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,70999765.0,700.38,165.11
2019,HR,Croatia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,17892583.0,239.54,80.11
2022,HR,Croatia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,28606115.0,307.12,107.21
2019,IE,Ireland,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,45214965.0,808.59,129.21
2019,LU,Luxembourg,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,11953910.0,697.55,97.77
2022,LU,Luxembourg,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,16713930.0,1146.28,153.01
2019,MT,Malta,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,8016650.0,708.31,139.63
2022,MT,Malta,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,3878546.0,707.21,142.62
2019,NL,Netherlands,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,81656835.0,676.91,57.17
2022,NL,Netherlands,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,60921297.0,458.07,48.66
2019,PL,Poland,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,106900748.0,360.07,67.07
2022,PL,Poland,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,193341370.0,774.91,148.45
2019,RO,Romania,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,33654599.0,217.07,48.95
2022,RO,Romania,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,26503950.0,269.85,52.01
2019,SE,Sweden,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,201513899.0,1115.29,190.4
2019,SI,Slovenia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,10976013.0,213.04,93.91
2022,SI,Slovenia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,15297560.0,357.23,114.98
2019,SK,Slovakia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,65958715.0,252.47,77.84
2022,SK,Slovakia,HU,Hungary,Total,1 night or over,Total excluding durable/valuable goods,88694780.0,240.13,78.71
2019,AT,Austria,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,75697555.0,515.84,80.72
2022,AT,Austria,HU,Hungary,Total,4 nights or over,Package arrangement,16781146.0,111.59,17.58
2022,AT,Austria,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,88061807.0,585.59,92.26
2019,BE,Belgium,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,60225855.0,681.51,48.86
2022,BE,Belgium,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,37031936.0,611.04,57.12
2019,CZ,Czechia,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,53188958.0,368.24,57.2
2022,CZ,Czechia,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,71078493.0,477.74,75.79
2019,DE,Germany,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,712537512.0,825.69,108.44
2022,DE,Germany,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,469600372.0,1223.83,96.85
2022,EL,Greece,HU,Hungary,Total,4 nights or over,Package arrangement,3139915.0,240.82,50.47
2022,EL,Greece,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,7595299.0,582.54,122.07
2019,ES,Spain,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,120130525.0,911.44,168.28
2022,ES,Spain,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,69301585.0,988.49,120.96
2019,FI,Finland,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,55035185.0,752.44,116.07
2019,FR,France,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,88661797.0,678.16,79.69
2019,IE,Ireland,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,31645668.0,962.85,107.5
2019,LU,Luxembourg,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,7768372.0,720.85,72.05
2022,LU,Luxembourg,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,15610570.0,1357.33,153.06
2019,MT,Malta,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,6583370.0,718.18,129.19
2022,MT,Malta,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,3348232.0,746.66,137.79
2019,NL,Netherlands,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,69609363.0,717.88,50.91
2022,NL,Netherlands,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,50881938.0,487.05,43.33
2019,PL,Poland,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,78669359.0,414.91,58.92
2022,PL,Poland,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,145954031.0,837.27,125.27
2019,RO,Romania,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,19395106.0,225.29,37.76
2022,RO,Romania,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,16943439.0,285.95,42.61
2019,SK,Slovakia,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,35963517.0,391.89,72.33
2022,SK,Slovakia,HU,Hungary,Total,4 nights or over,Total excluding durable/valuable goods,36079200.0,313.51,60.92
2019,ES,Spain,IE,Ireland,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,47616913.0,540.67,189.39
2019,LT,Lithuania,IE,Ireland,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,613614.0,154.88,74.22
2022,NL,Netherlands,IE,Ireland,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,13626739.0,321.53,130.82
2019,AT,Austria,IE,Ireland,Personal reasons,1 night or over,Total excluding durable/valuable goods,119944273.0,1523.41,174.8
2022,AT,Austria,IE,Ireland,Personal reasons,1 night or over,Package arrangement,30313839.0,427.18,61.64
2022,AT,Austria,IE,Ireland,Personal reasons,1 night or over,Total excluding durable/valuable goods,86518243.0,1219.2,175.92
2019,BE,Belgium,IE,Ireland,Personal reasons,1 night or over,Total excluding durable/valuable goods,30080022.0,679.21,126.75
2022,BE,Belgium,IE,Ireland,Personal reasons,1 night or over,Total excluding durable/valuable goods,31422207.0,660.16,76.62
2019,DE,Germany,IE,Ireland,Personal reasons,1 night or over,Total excluding durable/valuable goods,704914822.0,981.84,103.4
